img_idx,source_file,gt_grade,gt_price,gt_payment,ext_grade,ext_price,ext_payment,ext_brand,ext_confidence,price_error,price_match,grade_matched,payment_match,status
310,310.png,Diesel,3.159,Both,,,,,,,False,False,False,MISSED
311,311.png,Regular,2.379,Both,,,,,,,False,False,False,MISSED
311,311.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
311,311.png,Premium,2.819,Both,,,,,,,False,False,False,MISSED
312,312.png,Regular,2.879,Both,,,,,,,False,False,False,MISSED
313,313.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
313,313.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
313,313.png,Premium,3.299,Both,,,,,,,False,False,False,MISSED
314,314.png,Regular,2.859,Both,,,,,,,False,False,False,MISSED
315,315.png,Regular,2.819,Both,,,,,,,False,False,False,MISSED
315,315.png,Mid-Grade,3.159,Both,,,,,,,False,False,False,MISSED
315,315.png,Premium,3.299,Both,,,,,,,False,False,False,MISSED
316,316.png,Regular,3.719,Both,,,,,,,False,False,False,MISSED
317,317.png,Premium,3.609,Both,,,,,,,False,False,False,MISSED
317,317.png,Premium,3.7,Credit,,,,,,,False,False,False,MISSED
318,318.png,Mid-Grade,3.569,Both,,,,,,,False,False,False,MISSED
318,318.png,Regular,3.719,Both,,,,,,,False,False,False,MISSED
318,318.png,Diesel,3.899,Both,,,,,,,False,False,False,MISSED
319,319.png,Regular,2.719,Cash,,,,,,,False,False,False,MISSED
320,320.png,Regular,2.579,Both,,,,,,,False,False,False,MISSED
320,320.png,Premium,2.979,Both,,,,,,,False,False,False,MISSED
321,321.png,Regular,2.739,Both,,,,,,,False,False,False,MISSED
323,323.png,Regular,2.659,Both,,,,,,,False,False,False,MISSED
323,323.png,Diesel,3.209,Both,,,,,,,False,False,False,MISSED
324,324.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
325,325.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
325,325.png,Diesel,3.299,Both,,,,,,,False,False,False,MISSED
326,326.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
327,327.png,Regular,3.749,Both,,,,,,,False,False,False,MISSED
328,328.png,Regular,2.849,Both,,,,,,,False,False,False,MISSED
329,329.png,Regular,2.839,Both,,,,,,,False,False,False,MISSED
329,329.png,Diesel,3.139,Both,,,,,,,False,False,False,MISSED
330,330.png,Regular,2.849,Both,,,,,,,False,False,False,MISSED
331,331.png,Regular,2.349,Both,,,,,,,False,False,False,MISSED
332,332.png,Regular,2.439,Both,,,,,,,False,False,False,MISSED
333,333.png,Regular,2.059,Both,,,,,,,False,False,False,MISSED
334,334.png,Regular,1.999,Cash,,,,,,,False,False,False,MISSED
334,334.png,Regular,2.099,Credit,,,,,,,False,False,False,MISSED
335,335.png,Regular,2.079,Both,,,,,,,False,False,False,MISSED
335,335.png,Diesel,2.529,Both,,,,,,,False,False,False,MISSED
336,336.png,Regular,1.999,Cash,,,,,,,False,False,False,MISSED
336,336.png,Regular,2.099,Credit,,,,,,,False,False,False,MISSED
337,337.png,Regular,2.689,Both,,,,,,,False,False,False,MISSED
337,337.png,Diesel,2.749,Both,,,,,,,False,False,False,MISSED
338,338.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
339,339.png,Regular,2.679,Both,,,,,,,False,False,False,MISSED
340,340.png,Regular,2.629,Both,,,,,,,False,False,False,MISSED
340,340.png,Premium,3.029,Both,,,,,,,False,False,False,MISSED
341,341.png,Regular,2.689,Both,,,,,,,False,False,False,MISSED
342,342.png,Regular,2.839,Both,,,,,,,False,False,False,MISSED
342,342.png,Diesel,3.369,Both,,,,,,,False,False,False,MISSED
343,343.png,Regular,2.839,Both,,,,,,,False,False,False,MISSED
343,343.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
344,344.png,Regular,2.849,Both,,,,,,,False,False,False,MISSED
344,344.png,Diesel,3.099,Both,,,,,,,False,False,False,MISSED
345,345.png,Regular,2.849,Both,,,,,,,False,False,False,MISSED
345,345.png,Diesel,3.149,Both,,,,,,,False,False,False,MISSED
346,346.png,Regular,3.079,Both,,,,,,,False,False,False,MISSED
346,346.png,Mid-Grade,3.179,Both,,,,,,,False,False,False,MISSED
346,346.png,Premium,3.369,Both,,,,,,,False,False,False,MISSED
347,347.png,Regular,1.899,Both,,,,,,,False,False,False,MISSED
347,347.png,Diesel,2.259,Both,,,,,,,False,False,False,MISSED
348,348.png,Regular,1.899,Both,,,,,,,False,False,False,MISSED
348,348.png,Diesel,2.259,Both,,,,,,,False,False,False,MISSED
349,349.png,Regular,2.929,Both,,,,,,,False,False,False,MISSED
349,349.png,Diesel,3.099,Both,,,,,,,False,False,False,MISSED
349,349.png,Mid-Grade,3.129,Both,,,,,,,False,False,False,MISSED
349,349.png,Premium,3.229,Both,,,,,,,False,False,False,MISSED
350,350.png,Regular,3.239,Both,,,,,,,False,False,False,MISSED
351,351.png,Regular,3.239,Both,,,,,,,False,False,False,MISSED
352,352.png,Regular,2.319,Both,,,,,,,False,False,False,MISSED
352,352.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
353,353.png,Regular,2.179,Both,,,,,,,False,False,False,MISSED
353,353.png,Diesel,2.579,Both,,,,,,,False,False,False,MISSED
354,354.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
354,354.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
355,355.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
355,355.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
356,356.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
357,357.png,Regular,2.869,Both,,,,,,,False,False,False,MISSED
358,358.png,Regular,2.199,Cash,,,,,,,False,False,False,MISSED
358,358.png,Regular,2.239,Credit,,,,,,,False,False,False,MISSED
359,359.png,Regular,2.199,Cash,,,,,,,False,False,False,MISSED
359,359.png,Regular,2.239,Credit,,,,,,,False,False,False,MISSED
360,360.png,Regular,2.399,Both,,,,,,,False,False,False,MISSED
360,360.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
361,361.png,Regular,2.019,Both,,,,,,,False,False,False,MISSED
361,361.png,Diesel,2.399,Both,,,,,,,False,False,False,MISSED
362,362.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
362,362.png,Diesel,2.959,Both,,,,,,,False,False,False,MISSED
363,363.png,Regular,1.979,Both,,,,,,,False,False,False,MISSED
363,363.png,Diesel,2.399,Both,,,,,,,False,False,False,MISSED
364,364.png,Regular,2.239,Both,,,,,,,False,False,False,MISSED
364,364.png,Diesel,2.359,Both,,,,,,,False,False,False,MISSED
365,365.png,Regular,2.019,Both,,,,,,,False,False,False,MISSED
365,365.png,Mid-Grade,2.429,Both,,,,,,,False,False,False,MISSED
365,365.png,Premium,2.869,Both,,,,,,,False,False,False,MISSED
366,366.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
366,366.png,Diesel,2.879,Both,,,,,,,False,False,False,MISSED
367,367.png,Regular,2.339,Both,,,,,,,False,False,False,MISSED
367,367.png,Diesel,2.879,Both,,,,,,,False,False,False,MISSED
368,368.png,Regular,2.149,Both,,,,,,,False,False,False,MISSED
368,368.png,Diesel,2.199,Both,,,,,,,False,False,False,MISSED
369,369.png,Regular,2.149,Cash,,,,,,,False,False,False,MISSED
369,369.png,Regular,2.199,Credit,,,,,,,False,False,False,MISSED
370,370.png,Regular,4.299,Both,,,,,,,False,False,False,MISSED
370,370.png,Diesel,4.399,Both,,,,,,,False,False,False,MISSED
370,370.png,Mid-Grade,4.399,Both,,,,,,,False,False,False,MISSED
370,370.png,Premium,4.499,Both,,,,,,,False,False,False,MISSED
371,371.png,Regular,3.729,Both,,,,,,,False,False,False,MISSED
371,371.png,Mid-Grade,3.839,Both,,,,,,,False,False,False,MISSED
371,371.png,Premium,3.899,Both,,,,,,,False,False,False,MISSED
372,372.png,Regular,3.999,Both,,,,,,,False,False,False,MISSED
372,372.png,Mid-Grade,4.199,Both,,,,,,,False,False,False,MISSED
372,372.png,Diesel,4.299,Both,,,,,,,False,False,False,MISSED
372,372.png,Premium,4.299,Both,,,,,,,False,False,False,MISSED
373,373.png,Regular,3.739,Cash,,,,,,,False,False,False,MISSED
373,373.png,Mid-Grade,3.839,Cash,,,,,,,False,False,False,MISSED
373,373.png,Premium,3.939,Cash,,,,,,,False,False,False,MISSED
374,374.png,Regular,4.379,Both,,,,,,,False,False,False,MISSED
374,374.png,Mid-Grade,4.479,Both,,,,,,,False,False,False,MISSED
374,374.png,Premium,4.599,Both,,,,,,,False,False,False,MISSED
375,375.png,Regular,2.759,Both,,,,,,,False,False,False,MISSED
375,375.png,Mid-Grade,2.859,Both,,,,,,,False,False,False,MISSED
375,375.png,Premium,2.959,Both,,,,,,,False,False,False,MISSED
376,376.png,Regular,4.259,Both,,,,,,,False,False,False,MISSED
376,376.png,Mid-Grade,4.379,Both,,,,,,,False,False,False,MISSED
376,376.png,Premium,4.479,Both,,,,,,,False,False,False,MISSED
377,377.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
378,378.png,Regular,3.099,Both,,,,,,,False,False,False,MISSED
378,378.png,Mid-Grade,3.299,Both,,,,,,,False,False,False,MISSED
378,378.png,Diesel,3.299,Both,,,,,,,False,False,False,MISSED
378,378.png,Premium,3.399,Both,,,,,,,False,False,False,MISSED
379,379.png,Regular,3.099,Both,,,,,,,False,False,False,MISSED
379,379.png,Diesel,3.299,Both,,,,,,,False,False,False,MISSED
380,380.png,Regular,2.429,Both,,,,,,,False,False,False,MISSED
381,381.png,Regular,1.999,Both,,,,,,,False,False,False,MISSED
382,382.png,Regular,2.429,Both,,,,,,,False,False,False,MISSED
383,383.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
384,384.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
384,384.png,,,NA,,,,,,,False,False,False,MISSED
385,385.png,Regular,2.499,Cash,,,,,,,False,False,False,MISSED
385,385.png,Mid-Grade,2.959,Cash,,,,,,,False,False,False,MISSED
385,385.png,Premium,3.179,Cash,,,,,,,False,False,False,MISSED
386,386.png,Regular,2.499,Cash,,,,,,,False,False,False,MISSED
386,386.png,Regular,2.549,Credit,,,,,,,False,False,False,MISSED
386,386.png,Mid-Grade,2.899,Both,,,,,,,False,False,False,MISSED
386,386.png,Premium,2.899,Cash,,,,,,,False,False,False,MISSED
386,386.png,Premium,2.949,Credit,,,,,,,False,False,False,MISSED
387,387.png,Regular,2.559,Cash,,,,,,,False,False,False,MISSED
387,387.png,Regular,2.599,Credit,,,,,,,False,False,False,MISSED
387,387.png,Mid-Grade,3.219,Cash,,,,,,,False,False,False,MISSED
387,387.png,Mid-Grade,3.259,Credit,,,,,,,False,False,False,MISSED
387,387.png,Premium,3.319,Cash,,,,,,,False,False,False,MISSED
387,387.png,Premium,3.359,Credit,,,,,,,False,False,False,MISSED
388,388.png,Regular,2.499,Credit,,,,,,,False,False,False,MISSED
388,388.png,Mid-Grade,2.939,Credit,,,,,,,False,False,False,MISSED
388,388.png,Premium,3.139,Credit,,,,,,,False,False,False,MISSED
389,389.png,Regular,2.459,Cash,,,,,,,False,False,False,MISSED
389,389.png,Regular,2.499,Credit,,,,,,,False,False,False,MISSED
389,389.png,Diesel,2.799,Credit,,,,,,,False,False,False,MISSED
390,390.png,Regular,2.099,Both,,,,,,,False,False,False,MISSED
390,390.png,Mid-Grade,2.499,Both,,,,,,,False,False,False,MISSED
390,390.png,Premium,2.699,Both,,,,,,,False,False,False,MISSED
391,391.png,Regular,1.699,Both,,,,,,,False,False,False,MISSED
391,391.png,Diesel,2.119,Both,,,,,,,False,False,False,MISSED
392,392.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
392,392.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
393,393.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
393,393.png,Diesel,3.199,Both,,,,,,,False,False,False,MISSED
394,394.png,Regular,2.579,Cash,,,,,,,False,False,False,MISSED
394,394.png,Premium,2.999,Cash,,,,,,,False,False,False,MISSED
394,394.png,Diesel,3.799,Cash,,,,,,,False,False,False,MISSED
395,395.png,Regular,2.459,Both,,,,,,,False,False,False,MISSED
395,395.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
396,396.png,Regular,2.579,Both,,,,,,,False,False,False,MISSED
396,396.png,Diesel,2.939,Both,,,,,,,False,False,False,MISSED
397,397.png,Regular,2.579,Both,,,,,,,False,False,False,MISSED
397,397.png,Diesel,2.939,Both,,,,,,,False,False,False,MISSED
398,398.png,Regular,2.899,Cash,,,,,,,False,False,False,MISSED
398,398.png,Regular,2.899,Credit,,,,,,,False,False,False,MISSED
399,399.png,Regular,2.899,Both,,,,,,,False,False,False,MISSED
399,399.png,Premium,3.899,Both,,,,,,,False,False,False,MISSED
400,400.png,Regular,2.999,Cash,,,,,,,False,False,False,MISSED
400,400.png,Regular,3.099,Credit,,,,,,,False,False,False,MISSED
401,401.png,Regular,2.739,Both,,,,,,,False,False,False,MISSED
401,401.png,Premium,3.759,Both,,,,,,,False,False,False,MISSED
402,402.png,Regular,2.899,Both,,,,,,,False,False,False,MISSED
402,402.png,Mid-Grade,3.299,Both,,,,,,,False,False,False,MISSED
402,402.png,Premium,3.399,Both,,,,,,,False,False,False,MISSED
403,403.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
403,403.png,Premium,3.839,Both,,,,,,,False,False,False,MISSED
404,404.png,Regular,2.679,Both,,,,,,,False,False,False,MISSED
404,404.png,Diesel,3.359,Both,,,,,,,False,False,False,MISSED
405,405.png,Regular,2.419,Both,,,,,,,False,False,False,MISSED
406,406.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
406,406.png,,,NA,,,,,,,False,False,False,MISSED
407,407.png,Regular,2.419,Both,,,,,,,False,False,False,MISSED
407,407.png,Diesel,2.539,Both,,,,,,,False,False,False,MISSED
408,408.png,Regular,2.749,Both,,,,,,,False,False,False,MISSED
408,408.png,Diesel,2.979,Both,,,,,,,False,False,False,MISSED
408,408.png,Mid-Grade,3.079,Both,,,,,,,False,False,False,MISSED
408,408.png,Premium,3.219,Both,,,,,,,False,False,False,MISSED
409,409.png,Regular,3.839,Both,,,,,,,False,False,False,MISSED
409,409.png,Mid-Grade,3.999,Both,,,,,,,False,False,False,MISSED
409,409.png,Premium,4.199,Both,,,,,,,False,False,False,MISSED
410,410.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
410,410.png,Mid-Grade,2.899,Both,,,,,,,False,False,False,MISSED
410,410.png,Premium,2.999,Both,,,,,,,False,False,False,MISSED
411,411.png,Regular,2.299,Both,,,,,,,False,False,False,MISSED
411,411.png,Mid-Grade,2.599,Both,,,,,,,False,False,False,MISSED
411,411.png,Diesel,2.679,Both,,,,,,,False,False,False,MISSED
411,411.png,Premium,2.839,Both,,,,,,,False,False,False,MISSED
412,412.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
412,412.png,Mid-Grade,2.799,Both,,,,,,,False,False,False,MISSED
412,412.png,Premium,2.999,Both,,,,,,,False,False,False,MISSED
413,413.png,Regular,3.839,Both,,,,,,,False,False,False,MISSED
413,413.png,Mid-Grade,3.999,Both,,,,,,,False,False,False,MISSED
413,413.png,Premium,4.199,Both,,,,,,,False,False,False,MISSED
414,414.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
414,414.png,Mid-Grade,2.899,Both,,,,,,,False,False,False,MISSED
414,414.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
414,414.png,Premium,2.999,Both,,,,,,,False,False,False,MISSED
415,415.png,Regular,1.969,Both,,,,,,,False,False,False,MISSED
415,415.png,Premium,2.469,Both,,,,,,,False,False,False,MISSED
416,416.png,Regular,3.259,Both,,,,,,,False,False,False,MISSED
416,416.png,Diesel,3.399,Both,,,,,,,False,False,False,MISSED
416,416.png,Mid-Grade,3.559,Both,,,,,,,False,False,False,MISSED
416,416.png,Premium,4.059,Both,,,,,,,False,False,False,MISSED
417,417.png,Diesel,3.199,Both,,,,,,,False,False,False,MISSED
417,417.png,Regular,3.199,Both,,,,,,,False,False,False,MISSED
417,417.png,Mid-Grade,3.699,Both,,,,,,,False,False,False,MISSED
418,418.png,Regular,3.199,Both,,,,,,,False,False,False,MISSED
418,418.png,Diesel,3.399,Both,,,,,,,False,False,False,MISSED
418,418.png,Mid-Grade,3.599,Both,,,,,,,False,False,False,MISSED
418,418.png,Premium,3.999,Both,,,,,,,False,False,False,MISSED
419,419.png,Regular,3.199,Both,,,,,,,False,False,False,MISSED
419,419.png,Mid-Grade,3.599,Both,,,,,,,False,False,False,MISSED
419,419.png,Premium,3.999,Both,,,,,,,False,False,False,MISSED
420,420.png,Regular,3.199,Both,,,,,,,False,False,False,MISSED
420,420.png,Mid-Grade,3.599,Both,,,,,,,False,False,False,MISSED
420,420.png,Premium,3.999,Both,,,,,,,False,False,False,MISSED
421,421.png,Regular,3.149,Cash,,,,,,,False,False,False,MISSED
421,421.png,Regular,3.199,Credit,,,,,,,False,False,False,MISSED
421,421.png,Premium,3.999,Credit,,,,,,,False,False,False,MISSED
422,422.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
423,423.png,Regular,2.699,Cash,,,,,,,False,False,False,MISSED
423,423.png,Regular,2.699,Credit,,,,,,,False,False,False,MISSED
423,423.png,Diesel,3.499,Cash,,,,,,,False,False,False,MISSED
423,423.png,Diesel,3.499,Credit,,,,,,,False,False,False,MISSED
424,424.png,Regular,2.699,Cash,,,,,,,False,False,False,MISSED
424,424.png,Regular,2.699,Credit,,,,,,,False,False,False,MISSED
424,424.png,Diesel,3.499,Cash,,,,,,,False,False,False,MISSED
424,424.png,Diesel,3.499,Credit,,,,,,,False,False,False,MISSED
425,425.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
426,426.png,Regular,2.499,Both,,,,,,,False,False,False,MISSED
427,427.png,Regular,2.559,Both,,,,,,,False,False,False,MISSED
427,427.png,Diesel,2.739,Both,,,,,,,False,False,False,MISSED
428,428.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
429,429.png,Regular,2.489,Both,,,,,,,False,False,False,MISSED
429,429.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
430,430.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
431,431.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
432,432.png,Regular,2.549,Both,,,,,,,False,False,False,MISSED
432,432.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
433,433.png,Regular,2.549,Both,,,,,,,False,False,False,MISSED
433,433.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
434,434.png,Diesel,2.399,Cash,,,,,,,False,False,False,MISSED
434,434.png,Regular,2.599,Cash,,,,,,,False,False,False,MISSED
434,434.png,Regular,2.699,Credit,,,,,,,False,False,False,MISSED
434,434.png,Diesel,2.999,Credit,,,,,,,False,False,False,MISSED
435,435.png,Regular,2.979,Both,,,,,,,False,False,False,MISSED
435,435.png,Mid-Grade,3.309,Both,,,,,,,False,False,False,MISSED
435,435.png,Premium,3.409,Both,,,,,,,False,False,False,MISSED
436,436.png,Premium,2.769,Both,,,,,,,False,False,False,MISSED
436,436.png,Regular,3.069,Both,,,,,,,False,False,False,MISSED
436,436.png,Diesel,3.189,Both,,,,,,,False,False,False,MISSED
437,437.png,Premium,2.799,Both,,,,,,,False,False,False,MISSED
437,437.png,Diesel,3.199,Both,,,,,,,False,False,False,MISSED
438,438.png,Mid-Grade,2.799,Both,,,,,,,False,False,False,MISSED
439,439.png,Regular,3.139,Cash,,,,,,,False,False,False,MISSED
439,439.png,Mid-Grade,3.239,Cash,,,,,,,False,False,False,MISSED
439,439.png,Regular,3.239,Credit,,,,,,,False,False,False,MISSED
439,439.png,Premium,3.339,Cash,,,,,,,False,False,False,MISSED
439,439.png,Mid-Grade,3.339,Credit,,,,,,,False,False,False,MISSED
439,439.png,Premium,3.439,Credit,,,,,,,False,False,False,MISSED
439,439.png,Diesel,3.599,Cash,,,,,,,False,False,False,MISSED
439,439.png,Diesel,3.699,Credit,,,,,,,False,False,False,MISSED
440,440.png,Regular,3.589,Both,,,,,,,False,False,False,MISSED
440,440.png,Diesel,3.689,Both,,,,,,,False,False,False,MISSED
440,440.png,Mid-Grade,3.709,Both,,,,,,,False,False,False,MISSED
441,441.png,Regular,2.349,Both,,,,,,,False,False,False,MISSED
441,441.png,Diesel,3.119,Both,,,,,,,False,False,False,MISSED
442,442.png,Regular,3.859,Both,,,,,,,False,False,False,MISSED
442,442.png,Mid-Grade,3.999,Both,,,,,,,False,False,False,MISSED
442,442.png,Diesel,4.099,Both,,,,,,,False,False,False,MISSED
442,442.png,Premium,4.119,Both,,,,,,,False,False,False,MISSED
443,443.png,Regular,3.499,Cash,,,,,,,False,False,False,MISSED
443,443.png,Mid-Grade,3.659,Cash,,,,,,,False,False,False,MISSED
443,443.png,Premium,3.799,Cash,,,,,,,False,False,False,MISSED
443,443.png,Diesel,3.999,Cash,,,,,,,False,False,False,MISSED
444,444.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
444,444.png,Diesel,2.799,Both,,,,,,,False,False,False,MISSED
445,445.png,Regular,2.339,Both,,,,,,,False,False,False,MISSED
446,446.png,Regular,2.759,Both,,,,,,,False,False,False,MISSED
446,446.png,Mid-Grade,3.259,Both,,,,,,,False,False,False,MISSED
446,446.png,Premium,3.359,Both,,,,,,,False,False,False,MISSED
447,447.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
447,447.png,Mid-Grade,3.559,Both,,,,,,,False,False,False,MISSED
447,447.png,Premium,3.759,Both,,,,,,,False,False,False,MISSED
448,448.png,Mid-Grade,3.799,Both,,,,,,,False,False,False,MISSED
448,448.png,Premium,3.899,Both,,,,,,,False,False,False,MISSED
449,449.png,Regular,3.459,Cash,,,,,,,False,False,False,MISSED
449,449.png,Regular,3.559,Credit,,,,,,,False,False,False,MISSED
449,449.png,Mid-Grade,3.579,Cash,,,,,,,False,False,False,MISSED
449,449.png,Mid-Grade,3.679,Credit,,,,,,,False,False,False,MISSED
449,449.png,Premium,3.699,Cash,,,,,,,False,False,False,MISSED
449,449.png,Premium,3.799,Credit,,,,,,,False,False,False,MISSED
450,450.png,Regular,3.559,Cash,,,,,,,False,False,False,MISSED
450,450.png,Regular,3.659,Credit,,,,,,,False,False,False,MISSED
450,450.png,Mid-Grade,3.799,Cash,,,,,,,False,False,False,MISSED
450,450.png,Mid-Grade,3.899,Credit,,,,,,,False,False,False,MISSED
450,450.png,Premium,3.959,Cash,,,,,,,False,False,False,MISSED
450,450.png,Premium,4.059,Credit,,,,,,,False,False,False,MISSED
451,451.png,Regular,3.359,Both,,,,,,,False,False,False,MISSED
451,451.png,Mid-Grade,3.559,Both,,,,,,,False,False,False,MISSED
451,451.png,Diesel,3.639,Both,,,,,,,False,False,False,MISSED
451,451.png,Premium,3.659,Both,,,,,,,False,False,False,MISSED
452,452.png,Regular,3.199,Cash,,,,,,,False,False,False,MISSED
452,452.png,Mid-Grade,3.299,Cash,,,,,,,False,False,False,MISSED
452,452.png,Premium,3.399,Cash,,,,,,,False,False,False,MISSED
453,453.png,Regular,3.259,Cash,,,,,,,False,False,False,MISSED
453,453.png,Mid-Grade,3.359,Cash,,,,,,,False,False,False,MISSED
453,453.png,Premium,3.459,Cash,,,,,,,False,False,False,MISSED
454,454.png,Regular,3.359,Both,,,,,,,False,False,False,MISSED
454,454.png,Mid-Grade,3.559,Both,,,,,,,False,False,False,MISSED
454,454.png,Diesel,3.639,Both,,,,,,,False,False,False,MISSED
454,454.png,Premium,3.659,Both,,,,,,,False,False,False,MISSED
455,455.png,Regular,3.159,Both,,,,,,,False,False,False,MISSED
455,455.png,Diesel,3.259,Both,,,,,,,False,False,False,MISSED
455,455.png,Mid-Grade,3.379,Both,,,,,,,False,False,False,MISSED
455,455.png,Premium,3.599,Both,,,,,,,False,False,False,MISSED
456,456.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
456,456.png,Diesel,3.059,Both,,,,,,,False,False,False,MISSED
456,456.png,Mid-Grade,3.219,Both,,,,,,,False,False,False,MISSED
456,456.png,Premium,3.439,Both,,,,,,,False,False,False,MISSED
457,457.png,Regular,3.259,Cash,,,,,,,False,False,False,MISSED
457,457.png,Mid-Grade,3.359,Cash,,,,,,,False,False,False,MISSED
457,457.png,Premium,3.459,Cash,,,,,,,False,False,False,MISSED
458,458.png,Regular,3.259,Cash,,,,,,,False,False,False,MISSED
458,458.png,Regular,3.359,Credit,,,,,,,False,False,False,MISSED
458,458.png,Mid-Grade,3.459,Cash,,,,,,,False,False,False,MISSED
458,458.png,Mid-Grade,3.559,Credit,,,,,,,False,False,False,MISSED
458,458.png,Premium,3.559,Cash,,,,,,,False,False,False,MISSED
458,458.png,Premium,3.659,Credit,,,,,,,False,False,False,MISSED
459,459.png,Regular,2.179,Cash,,,,,,,False,False,False,MISSED
459,459.png,Regular,2.249,Credit,,,,,,,False,False,False,MISSED
459,459.png,Premium,2.999,Credit,,,,,,,False,False,False,MISSED
460,460.png,Regular,2.649,Both,,,,,,,False,False,False,MISSED
460,460.png,Diesel,2.949,Both,,,,,,,False,False,False,MISSED
461,461.png,Regular,2.989,Both,,,,,,,False,False,False,MISSED
461,461.png,Premium,3.089,Both,,,,,,,False,False,False,MISSED
462,462.png,Regular,2.559,Both,,,,,,,False,False,False,MISSED
462,462.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
463,463.png,Regular,3.549,Both,,,,,,,False,False,False,MISSED
463,463.png,Mid-Grade,3.689,Both,,,,,,,False,False,False,MISSED
463,463.png,Premium,3.949,Both,,,,,,,False,False,False,MISSED
464,464.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
464,464.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
464,464.png,Mid-Grade,3.299,Both,,,,,,,False,False,False,MISSED
464,464.png,Premium,3.499,Both,,,,,,,False,False,False,MISSED
465,465.png,Regular,2.799,Cash,,,,,,,False,False,False,MISSED
465,465.png,Regular,2.859,Credit,,,,,,,False,False,False,MISSED
465,465.png,Diesel,3.099,Cash,,,,,,,False,False,False,MISSED
465,465.png,Diesel,3.099,Credit,,,,,,,False,False,False,MISSED
466,466.png,Regular,2.799,Cash,,,,,,,False,False,False,MISSED
466,466.png,Regular,2.899,Credit,,,,,,,False,False,False,MISSED
466,466.png,Diesel,3.09,Credit,,,,,,,False,False,False,MISSED
466,466.png,Diesel,3.099,Cash,,,,,,,False,False,False,MISSED
467,467.png,Regular,2.419,Cash,,,,,,,False,False,False,MISSED
467,467.png,Regular,2.519,Credit,,,,,,,False,False,False,MISSED
468,468.png,Regular,2.149,Cash,,,,,,,False,False,False,MISSED
468,468.png,Regular,2.199,Credit,,,,,,,False,False,False,MISSED
468,468.png,Diesel,2.699,Credit,,,,,,,False,False,False,MISSED
469,469.png,Regular,2.099,Cash,,,,,,,False,False,False,MISSED
469,469.png,Regular,2.299,Credit,,,,,,,False,False,False,MISSED
469,469.png,Diesel,2.599,Credit,,,,,,,False,False,False,MISSED
470,470.png,Regular,2.099,Cash,,,,,,,False,False,False,MISSED
470,470.png,Mid-Grade,3.059,Cash,,,,,,,False,False,False,MISSED
470,470.png,Premium,3.709,Cash,,,,,,,False,False,False,MISSED
471,471.png,Regular,2.099,Both,,,,,,,False,False,False,MISSED
471,471.png,Diesel,2.549,Both,,,,,,,False,False,False,MISSED
472,472.png,Regular,2.539,Cash,,,,,,,False,False,False,MISSED
472,472.png,Mid-Grade,2.839,Cash,,,,,,,False,False,False,MISSED
472,472.png,Premium,3.039,Cash,,,,,,,False,False,False,MISSED
473,473.png,Regular,2.259,Cash,,,,,,,False,False,False,MISSED
